id,title,url,rate,tag1,tag2,tag3,tag4,tag5,difficulty,budget,people,prep_time,cooking_time,total_time
146,Barbecue coréen,https://www.marmiton.org/recettes/recette_barbecue-coreen_30497.aspx,4.9,plat principal,plat unique,plats coréens,,,moyenne,assez cher,4,45,10,55
147,Filet mignon de porc à la moutarde au Cookeo,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-a-la-moutarde-au-cookeo_383282.aspx,4.5,plat principal,viande,viande rôtie,,,très facile,moyen,4,10,22,32
148,Spaghettis carbonara : la recette italienne sans crème !,https://www.marmiton.org/recettes/recette_spaghettis-carbonara-la-recette-italienne-sans-creme_382805.aspx,4.8,plat principal,"pâtes, riz, semoule",,,,très facile,bon marché,4,5,10,15
149,Lasagnes au saumon et aux épinards,https://www.marmiton.org/recettes/recette_lasagnes-au-saumon-et-aux-epinards_14665.aspx,4.6,plat principal,"pâtes, riz, semoule",lasagne,,,très facile,moyen,4,15,25,40
150,Galettes bretonnes complètes,https://www.marmiton.org/recettes/recette_galettes-bretonnes-completes_20899.aspx,4.4,plat principal,plat unique,"galette de sarrasin, crêpe salée",,,facile,bon marché,4,10,5,15
151,Burritos express,https://www.marmiton.org/recettes/recette_burritos-express_49779.aspx,4.8,plat principal,plat unique,plats mexicains,,,très facile,bon marché,4,20,15,35
152,Coquilles St Jacques et leur fondue de poireaux,https://www.marmiton.org/recettes/recette_coquilles-st-jacques-et-leur-fondue-de-poireaux_166384.aspx,4.4,plat principal,fruits de mer,coquillages,,,très facile,moyen,4,15,20,35
153,Tajine d'agneau aux pruneaux,https://www.marmiton.org/recettes/recette_tajine-d-agneau-aux-pruneaux_13086.aspx,4.7,plat principal,plat unique,tajine,,,facile,moyen,4,20,1,21
154,Aiguillettes de poulet et crème de citron,https://www.marmiton.org/recettes/recette_aiguillettes-de-poulet-et-creme-de-citron_309903.aspx,4.9,plat principal,viande,viande en sauce,,,facile,bon marché,4,1,40,41
155,Cassoulet à ma façon,https://www.marmiton.org/recettes/recette_cassoulet-a-ma-facon_16749.aspx,4.8,plat principal,plat unique,cassoulet,,,facile,moyen,4,1,3,4
156,Nachos au four,https://www.marmiton.org/recettes/recette_nachos-au-four_73045.aspx,4.9,plat principal,plat unique,plats mexicains,,,très facile,bon marché,4,10,20,30
157,Ramens au Boeuf,https://www.marmiton.org/recettes/recette_ramens-au-boeuf_218682.aspx,4.5,plat principal,plat unique,plats japonais,,,moyenne,bon marché,4,35,10,45
158,Légumes farcis façon maman,https://www.marmiton.org/recettes/recette_legumes-farcis-facon-maman_70757.aspx,4.9,plat principal,plat unique,légumes farcis,,,facile,bon marché,4,20,50,70
159,Boulettes de viande,https://www.marmiton.org/recettes/recette_boulettes-de-viande_84872.aspx,3.8,plat principal,viande,boulettes de viande,,,facile,bon marché,4,10,15,25
160,Tajine de poulet,https://www.marmiton.org/recettes/recette_tajine-de-poulet_32866.aspx,4.7,plat principal,plat unique,tajine,,,facile,bon marché,4,30,1,31
161,Chapon farci de Noel,https://www.marmiton.org/recettes/recette_chapon-farci-de-noel_43584.aspx,4.8,plat principal,viande,viande rôtie,,,difficile,assez cher,4,30,208,238
162,Couscous poulet et merguez facile au Cookeo,https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile-au-cookeo_383235.aspx,4.9,plat principal,plat unique,couscous,,,très facile,bon marché,4,30,20,50
163,Les vrais quenelles natures lyonnaises,https://www.marmiton.org/recettes/recette_les-vrais-quenelles-natures-lyonnaises_46374.aspx,4.7,plat principal,plat unique,quenelles,,,facile,bon marché,4,1,40,41
164,Aubergines farcies (aux légumes ou mixte),https://www.marmiton.org/recettes/recette_aubergines-farcies-aux-legumes-ou-mixte_17955.aspx,4.8,plat principal,plat unique,légumes farcis,,,moyenne,bon marché,4,15,40,55
165,Bouillabaisse comme à Marseille,https://www.marmiton.org/recettes/recette_bouillabaisse-comme-a-marseille_23522.aspx,4.1,plat principal,poisson,soupe de poisson,,,difficile,assez cher,4,2,2,4
166,Verrines avocats crevettes et fromage frais,https://www.marmiton.org/recettes/recette_verrines-avocats-crevettes-et-fromage-frais_68529.aspx,4.8,plat principal,fruits de mer,crevettes,,,facile,moyen,4,45,0,45
167,French Tacos,https://www.marmiton.org/recettes/recette_french-tacos_349386.aspx,4.5,plat principal,plat unique,plats mexicains,,,facile,bon marché,4,25,55,80
168,Paupiettes de veau au Cookeo,https://www.marmiton.org/recettes/recette_paupiettes-de-veau-au-cookeo_383446.aspx,4.7,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,19,29
169,Daurade au four,https://www.marmiton.org/recettes/recette_daurade-au-four_66329.aspx,4.7,plat principal,poisson,poisson au four,,,très facile,bon marché,4,45,30,75
170,Côtes de porc marinées au barbecue,https://www.marmiton.org/recettes/recette_cotes-de-porc-marinees-au-barbecue_310196.aspx,4.7,plat principal,viande,viande rôtie,,,facile,bon marché,4,5,15,20
171,Pâte à tempura,https://www.marmiton.org/recettes/recette_pate-a-tempura_50359.aspx,4.4,plat principal,plat unique,plats japonais,,,facile,bon marché,4,10,5,15
172,Brandade de morue,https://www.marmiton.org/recettes/recette_brandade-de-morue_12736.aspx,4.7,plat principal,poisson,poisson au four,,,très facile,moyen,4,15,20,35
173,Gratin d'aubergines,https://www.marmiton.org/recettes/recette_gratin-d-aubergines_30284.aspx,4.7,plat principal,,,,,très facile,bon marché,4,20,15,35
174,Döner  kebab,https://www.marmiton.org/recettes/recette_doner-kebab_12628.aspx,3.4,plat principal,viande,viande rôtie,,,très facile,bon marché,4,10,5,15
175,Joue de boeuf à la bourguignonne,https://www.marmiton.org/recettes/recette_joue-de-boeuf-a-la-bourguignonne_304962.aspx,4.9,plat principal,viande,viande en sauce,,,facile,bon marché,4,20,210,230
176,Lasagne de courgettes,https://www.marmiton.org/recettes/recette_lasagne-de-courgettes_18154.aspx,4.8,plat principal,"pâtes, riz, semoule",lasagne,,,facile,bon marché,4,30,40,70
177,Poulet de Bresse au vin jaune et aux morilles,https://www.marmiton.org/recettes/recette_poulet-de-bresse-au-vin-jaune-et-aux-morilles_19369.aspx,4.9,plat principal,viande,viande en sauce,,,moyenne,assez cher,4,30,45,75
178,Parmentier de confit de canard,https://www.marmiton.org/recettes/recette_parmentier-de-confit-de-canard_17048.aspx,5.0,plat principal,plat unique,hachis parmentier,,,très facile,moyen,4,20,25,45
700,Bifanas (Portugal),https://www.marmiton.org/recettes/recette_bifanas-portugal_31475.aspx,4.4,plat principal,,,,,très facile,bon marché,4,30,10,40
179,Bibimbap coréen,https://www.marmiton.org/recettes/recette_bibimbap-coreen_340709.aspx,4.2,plat principal,plat unique,plats coréens,,,facile,moyen,4,30,15,45
180,Papillottes de poisson pour les nuls,https://www.marmiton.org/recettes/recette_papillottes-de-poisson-pour-les-nuls_46408.aspx,4.7,plat principal,poisson,poisson en papillote,,,très facile,bon marché,4,5,20,25
181,Emincé de poulet aux épices et au miel,https://www.marmiton.org/recettes/recette_emince-de-poulet-aux-epices-et-au-miel_35498.aspx,4.8,plat principal,viande,viande en sauce,,,très facile,bon marché,4,5,15,20
182,Lasagnes aux légumes,https://www.marmiton.org/recettes/recette_lasagnes-aux-legumes_21175.aspx,4.5,plat principal,plat végétarien,,,,moyenne,moyen,4,30,15,45
183,Vol-au-vent aux blancs de poulet,https://www.marmiton.org/recettes/recette_vol-au-vent-aux-blancs-de-poulet_56428.aspx,4.5,plat principal,viande,viande en sauce,,,très facile,bon marché,4,15,40,55
184,Spaghetti à la Carbonara,https://www.marmiton.org/recettes/recette_spaghetti-a-la-carbonara_12249.aspx,4.4,plat principal,"pâtes, riz, semoule",pâtes en sauce,,,facile,bon marché,4,10,12,22
185,Pastilla au poulet (tourte marocaine aux feuilles de Brick),https://www.marmiton.org/recettes/recette_pastilla-au-poulet-tourte-marocaine-aux-feuilles-de-brick_24550.aspx,4.5,plat principal,plat unique,pastilla,,,moyenne,bon marché,4,40,1,41
186,Tortilla (Espagne),https://www.marmiton.org/recettes/recette_tortilla-espagne_11274.aspx,4.3,plat principal,œufs,omelette,,,facile,bon marché,4,15,30,45
187,Truite au four,https://www.marmiton.org/recettes/recette_truite-au-four-simple_223228.aspx,4.6,plat principal,poisson,poisson au four,,,facile,bon marché,4,15,20,35
188,Truffade,https://www.marmiton.org/recettes/recette_truffade_33897.aspx,3.8,plat principal,plats au fromage,truffade,,,facile,moyen,4,10,20,30
189,Tielle sétoise,https://www.marmiton.org/recettes/recette_tielle-setoise_17608.aspx,4.4,plat principal,fruits de mer,"calamar, poulpe",,,moyenne,moyen,4,30,1,31
190,Simplissimes nouilles sautées au poulet,https://www.marmiton.org/recettes/recette_simplissimes-nouilles-sautees-au-poulet_37164.aspx,4.8,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,10,10,20
191,Vraie paëlla espagnole,https://www.marmiton.org/recettes/recette_verdadera-paella-espanola_219660.aspx,4.0,plat principal,plat unique,paella,,,moyenne,moyen,4,130,0,130
192,Poêlée de pois gourmands et pommes de terre,https://www.marmiton.org/recettes/recette_poelee-de-pois-gourmands-et-pommes-de-terre_60132.aspx,4.5,plat principal,plat végétarien,jardinière ou poêlée de légumes,,,facile,bon marché,4,5,15,20
193,Quiche aux légumes,https://www.marmiton.org/recettes/recette_quiche-aux-legumes_171209.aspx,4.5,plat principal,poisson,,,,facile,bon marché,4,20,45,65
194,spaghetti aux fruits de mer express,https://www.marmiton.org/recettes/recette_spaghetti-aux-fruits-de-mer-express_80047.aspx,4.8,plat principal,"pâtes, riz, semoule",spaghetti,,,facile,bon marché,4,15,30,45
195,Crevettes à l'ail,https://www.marmiton.org/recettes/recette_crevettes-a-l-ail_23490.aspx,4.8,plat principal,fruits de mer,crevettes,,,très facile,bon marché,4,20,5,25
196,Riz japonais (vinaigré),https://www.marmiton.org/recettes/recette_riz-japonais-vinaigre_225751.aspx,4.8,plat principal,"pâtes, riz, semoule",plat de riz,,,facile,bon marché,4,5,20,25
197,Effiloché de porc par Laurent Mariotte,https://www.marmiton.org/recettes/recette_effiloche-de-porc-par-laurent-mariotte_392661.aspx,4.9,plat principal,viande,viande rôtie,,,facile,bon marché,4,15,3,18
198,Boeuf aux oignons à la chinoise,https://www.marmiton.org/recettes/recette_boeuf-aux-oignons-a-la-chinoise_36375.aspx,4.4,plat principal,plat unique,plats chinois,,,très facile,bon marché,4,20,15,35
199,Crevettes marinées,https://www.marmiton.org/recettes/recette_crevettes-marinees_71364.aspx,4.9,plat principal,fruits de mer,crevettes,,,facile,moyen,4,20,5,25
200,Boeuf Bourguignon rapide,https://www.marmiton.org/recettes/recette_boeuf-bourguignon-rapide_19218.aspx,4.8,plat principal,viande,viande en sauce,,,très facile,moyen,4,10,1,11
201,Demi-avocats aux crevettes,https://www.marmiton.org/recettes/recette_demi-avocats-aux-crevettes_20414.aspx,4.0,plat principal,fruits de mer,crevettes,,,très facile,bon marché,4,15,0,15
202,Salade de poulpe,https://www.marmiton.org/recettes/recette_salade-de-poulpe_12354.aspx,4.7,plat principal,fruits de mer,"calamar, poulpe",,,moyenne,moyen,4,20,30,50
203,Filets de loup de mer au four,https://www.marmiton.org/recettes/recette_filets-de-loup-de-mer-au-four_225752.aspx,4.8,plat principal,poisson,poisson au four,,,très facile,bon marché,4,10,25,35
204,Sauté de veau tout simple,https://www.marmiton.org/recettes/recette_saute-de-veau-tout-simple_57796.aspx,4.6,plat principal,viande,viande en sauce,,,facile,moyen,4,20,45,65
205,Jambalaya poulet,https://www.marmiton.org/recettes/recette_jambalaya-poulet_14148.aspx,4.8,plat principal,viande,,,,facile,moyen,4,25,40,65
206,Filet mignon de porc sauce champignons de Paris,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-sauce-champignons-de-paris_305219.aspx,4.9,plat principal,viande,viande rôtie,,,facile,bon marché,4,15,30,45
207,Tagliatelles à la carbonara,https://www.marmiton.org/recettes/recette_tagliatelles-a-la-carbonara_12993.aspx,4.4,plat principal,"pâtes, riz, semoule",pâtes en sauce,,,très facile,bon marché,4,10,10,20
208,Cuisses de grenouille au beurre aillé et persillé,https://www.marmiton.org/recettes/recette_cuisses-de-grenouille-au-beurre-aille-et-persille_24004.aspx,4.6,plat principal,viande,viande en sauce,,,facile,moyen,4,10,5,15
209,Pâtes à la crème de parmesan et jambon,https://www.marmiton.org/recettes/recette_pates-a-la-creme-de-parmesan-et-jambon_27928.aspx,4.8,plat principal,"pâtes, riz, semoule",autres pâtes,,,facile,moyen,4,15,10,25
210,Boeuf carottes facile,https://www.marmiton.org/recettes/recette_boeuf-carottes-facile_55864.aspx,4.7,plat principal,viande,viande en sauce,,,très facile,bon marché,4,15,2,17
211,Pot-au-feu à l'autocuiseur,https://www.marmiton.org/recettes/recette_pot-au-feu-a-l-autocuiseur_20533.aspx,4.8,plat principal,plat unique,pot-au-feu,,,facile,moyen,4,10,45,55
212,Suprêmes de volaille à la crème citronnée,https://www.marmiton.org/recettes/recette_supremes-de-volaille-a-la-creme-citronnee_12244.aspx,4.2,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,30,40
213,Poulet yassa de belle maman (sénégal),https://www.marmiton.org/recettes/recette_poulet-yassa-de-belle-maman-senegal_40600.aspx,3.9,plat principal,plat unique,plats africains,,,facile,bon marché,4,40,1,41
214,Petit salé aux lentilles,https://www.marmiton.org/recettes/recette_petit-sale-aux-lentilles_19044.aspx,4.6,plat principal,viande,viande rôtie,,,très facile,moyen,4,20,2,22
215,Rôti de veau en cocotte aux champignons,https://www.marmiton.org/recettes/recette_roti-de-veau-en-cocotte-aux-champignons_33366.aspx,4.8,plat principal,viande,viande rôtie,,,très facile,moyen,4,20,30,50
216,Saint Jacques sur lit de poireaux,https://www.marmiton.org/recettes/recette_saint-jacques-sur-lit-de-poireaux_27600.aspx,4.5,plat principal,fruits de mer,saint-jacques,,,facile,moyen,4,15,20,35
217,Poulet aux olives vertes,https://www.marmiton.org/recettes/recette_poulet-aux-olives-vertes_87592.aspx,4.8,plat principal,viande,,,,facile,bon marché,4,20,1,21
218,Couscous aux nombreux légumes,https://www.marmiton.org/recettes/recette_couscous-aux-nombreux-legumes_47430.aspx,5.0,plat principal,plat unique,couscous,,,moyenne,moyen,4,3,2,5
219,risotto aux courgettes,https://www.marmiton.org/recettes/recette_risotto-aux-courgettes_23587.aspx,4.6,plat principal,"pâtes, riz, semoule",risotto,,,très facile,bon marché,4,15,20,35
220,Cuisson des coques,https://www.marmiton.org/recettes/recette_cuisson-des-coques_18358.aspx,4.9,plat principal,fruits de mer,coquillages,,,très facile,bon marché,4,2,10,12
221,Butter chicken ou poulet Makkhani (Inde),https://www.marmiton.org/recettes/recette_butter-chicken-ou-poulet-makkhani-inde_13490.aspx,4.7,plat principal,plat unique,plats indiens,,,moyenne,moyen,4,10,15,25
222,Oeuf poché très simple (au micro-ondes),https://www.marmiton.org/recettes/recette_reussir-un-oeuf-poche-tres-simplement-micro-onde_173174.aspx,4.5,plat principal,œufs,œuf poché,,,très facile,bon marché,4,1,1,2
223,Lasagnes végétariennes (facile),https://www.marmiton.org/recettes/recette_lasagnes-vegetariennes-facile_10527.aspx,4.8,plat principal,plat végétarien,lasagne végétarienne,,,facile,bon marché,4,45,35,80
224,bavette à l'échalote sauce vin rouge,https://www.marmiton.org/recettes/recette_bavette-a-l-echalote-sauce-vin-rouge_175833.aspx,4.4,plat principal,viande,viande rôtie,,,facile,assez cher,4,5,30,35
225,Cassolettes de Saint-Jacques,https://www.marmiton.org/recettes/recette_cassolettes-de-saint-jacques_36866.aspx,4.7,plat principal,fruits de mer,saint-jacques,,,facile,moyen,4,20,20,40
226,Paupiettes de porc à la crème et aux champignons,https://www.marmiton.org/recettes/recette_paupiettes-de-porc-sauce-champignon-creme_172530.aspx,4.8,plat principal,viande,viande en sauce,,,facile,bon marché,4,5,35,40
227,Poule au pot à l'ancienne,https://www.marmiton.org/recettes/recette_poule-au-pot-a-l-ancienne_21529.aspx,4.7,plat principal,viande,viande en sauce,,,facile,bon marché,4,40,2,42
228,Choucroute à l'alsacienne,https://www.marmiton.org/recettes/recette_choucroute-a-l-alsacienne_29819.aspx,4.8,plat principal,plat unique,choucroute,,,facile,moyen,4,15,2,17
229,Travers de porc caramélisés au four,https://www.marmiton.org/recettes/recette_travers-de-porc-caramelises-au-four_21878.aspx,4.3,plat principal,viande,viande rôtie,,,très facile,bon marché,4,15,50,65
230,Calamars frits,https://www.marmiton.org/recettes/recette_calamars-frits_28824.aspx,4.0,plat principal,fruits de mer,"calamar, poulpe",,,facile,moyen,4,30,15,45
231,Brochettes de poulet express aux épices,https://www.marmiton.org/recettes/recette_brochettes-de-poulet-express-aux-epices_55078.aspx,4.9,plat principal,viande,viande rôtie,,,très facile,bon marché,4,5,10,15
232,gnocchis à la sauce tomate gratinés,https://www.marmiton.org/recettes/recette_gnocchis-a-la-sauce-tomate-gratines_40340.aspx,4.6,plat principal,"pâtes, riz, semoule",Gnocchis,,,très facile,bon marché,4,20,20,40
233,Poulet Tandoori (Masala),https://www.marmiton.org/recettes/recette_poulet-tandoori-masala_83513.aspx,4.7,plat principal,viande,viande en sauce,,,très facile,bon marché,4,15,30,45
234,Potée au choux et saucisse de Morteau,https://www.marmiton.org/recettes/recette_potee-au-choux-et-saucisse-de-morteaux_105755.aspx,4.3,plat principal,viande,viande rôtie,,,facile,moyen,4,10,125,135
